univeristy_name,course_type,univeristy_code,course,key,course_code
Bangor University,4FT Hon MBiol,B06,Marine Zoology,B06-C352,C352
Barony College,1FT HNC,B12,Agriculture,B12-004D,004D
Barony College,2FT HND,B12,Animal Care,B12-023D,023D
Barony College,1FT HNC,B12,Animal Care,B12-823D,823D
Barony College,1FT HNC,B12,Animal Nursing,B12-113D,113D
Barony College,1FT HNC,B12,Fish Farming,B12-134D,134D
Barony College,2FT HND,B12,Veterinary Nursing,B12-013D,013D
Coleg Sir Gar / Carmarthenshire College,2FT Fdg FdSc,C22,Care Practice,C22-L590,L590
Coleg Sir Gar / Carmarthenshire College,2FT HND,C22,Computing (Software Engineering),C22-006H,006H
Coleg Sir Gar / Carmarthenshire College,2FT HND,C22,Electrical/Electronic Engineering,C22-606H,606H
Coleg Sir Gar / Carmarthenshire College,1FT Hon BSc,C22,Information Systems (Top-up,C22-G500,G500
Coleg Sir Gar / Carmarthenshire College,2FT HND,C22,Management and Business,C22-21NN,21NN
Coleg Sir Gar / Carmarthenshire College,3FT Hon BA,C22,Management and Business,C22-N200,N200
Coleg Sir Gar / Carmarthenshire College,1FT Deg BA,C22,Management and Business (Top-up),C22-NN2C,NN2C
Coleg Sir Gar / Carmarthenshire College,2FT HND,C22,Mechanical/Manufacturing Engineering,C22-37HH,37HH
Coleg Sir Gar / Carmarthenshire College,2FT Fdg FdSc,C22,Sports Coaching and Performance,C22-CX61,CX61
University of Brighton,3FT Hon BA,B72,Politics and Applied Psychology,B72-CL82,CL82
"University of the West of England, Bristol",2FT Fdg FdSc,B80,Equine Science,B80-D426,D426
University of Central Lancashire,3FT Hon BA,C30,Marketing Management with Digital Media,C30-0951,0951
"University of the West of England, Bristol",2FT Fdg FdA,B80,Outdoor Adventure Management,B80-N871,N871
Cardiff University,3FT Hon BA,C15,Ancient History/Cultural Criticism,C15-LV91,LV91
Cardiff University,3FT Hon BA,C15,Archaeology/Cultural Criticism,C15-LV94,LV94
Cardiff University,3FT Hon BA,C15,Cultural Criticism/English Language,C15-LQ9H,LQ9H
Cardiff University,3FT Hon BA,C15,Cultural Criticism/English Literature,C15-LQ93,LQ93
Cardiff University,4FT Hon BA,C15,Cultural Criticism/French (4 years),C15-LR91,LR91
Cardiff University,4FT Hon BA,C15,Cultural Criticism/German (4 years),C15-LR92,LR92
Cardiff University,4FT Hon BA,C15,Cultural Criticism/Italian (4 years),C15-LR93,LR93
Cardiff University,3FT Hon BA,C15,Cultural Criticism/Music,C15-LW93,LW93
Cardiff University,3FT Hon BA,C15,Cultural Criticism/Philosophy,C15-LV95,LV95
Cardiff University,3FT Hon BA,C15,Cultural Criticism/Religious Studies,C15-LV96,LV96
Cardiff University,4FT Hon BA,C15,Cultural Criticism/Spanish (4 years),C15-LR94,LR94
Cardiff University,3FT Hon BA,C15,Cultural Criticism/Welsh,C15-LQ95,LQ95
De Montfort University,2FT HND,D26,Public Administration,D26-042L,042L
University of Leeds,4FT Hon BA,L23,Portuguese and Russian A,L23-RR57,RR57
University of Derby,4FT Hon MDes,D39,Visual Communication (Graphic Design),D39-W216,W216
University of Derby,1FT FYr FYr,D39,"Visual Communication (Graphic Design, Year 0)",D39-W210,W210
University of Derby,3FT Hon BA,D39,Visual Communication (Illustration),D39-W220,W220
University of Derby,4FT Hon MDes,D39,Visual Communication (Illustration),D39-W222,W222
University of Derby,1FT FYr FYr,D39,Visual Communication (Illustration) (Year 0),D39-W290,W290
University of Derby,3FT Hon BSc,D39,Zoology,D39-C300,C300
The University of Hull,4FT Hon BSc,H72,Computer & Business Informatics (with found yr),H72-G561,G561
The University of Hull,3FT Hon BSc,H72,Computer and Business Informatics,H72-G560,G560
The University of Hull,3FT Hon BSc,H72,Design and Technology,H72-HJ15,HJ15
University of Derby,3FT Hon BA,D39,Visual Communication (Graphic Design),D39-W211,W211
The University of Essex,3FT Hon BA,E70,Drama,E70-W401,W401
The University of Essex,4FT Hon BA,E70,History (Including Foundation Year),E70-V102,V102
The University of Essex,4FT Hon BA,E70,Literature with Modern Languages (Inc Yr Abroad),E70-QR28,QR28
University of Hertfordshire,3FT/4SW Hon BA,H36,Entrepreneurship /French,H36-NR11,NR11
University of Hertfordshire,3FT/4SW Hon BSc,H36,Entrepreneurship/Computing,H36-NG10,NG10
University of Hertfordshire,3FT/4SW Hon BA,H36,Entrepreneurship/Eng Language & Communication,H36-NQ13,NQ13
University of Hertfordshire,3FT/4SW Hon BSc,H36,Entrepreneurship/Environmental Studies,H36-NF17,NF17
University of Hertfordshire,3FT/4SW Hon BA,H36,Entrepreneurship/Journalism and Media Cultures,H36-NP15,NP15
University of Hertfordshire,3FT/4SW Hon BA,H36,Entrepreneurship/Law,H36-NM19,NM19
University of Hertfordshire,3FT/4FT Hon BSc,H36,Entrepreneurship/Mathematics,H36-NG11,NG11
University of Hertfordshire,3FT/4FT Hon BSc,H36,Entrepreneurship/Psychology,H36-NC18,NC18
University of Hertfordshire,3FT/4SW Hon BA,H36,Entrepreneurship/Spanish,H36-NRC4,NRC4
University of Hertfordshire,3FT/4SW Hon BSc,H36,Entrepreneurship/Sports Studies,H36-NC16,NC16
University of Hertfordshire,3FT/4SW Hon BSc,H36,European Studies/Health Studies,H36-R8B9,R8B9
University of Hertfordshire,3FT/4SW Hon BSc,H36,European Studies/Human Biology,H36-RB81,RB81
University of Hertfordshire,3FT/4SW Hon BSc,H36,European Studies/Human Geography,H36-RL87,RL87
University of Hertfordshire,3FT/4SW Hon BA,H36,European Studies/Human Resources,H36-RN86,RN86
University of Hertfordshire,3FT/4SW Hon BA,H36,European Studies/Information Systems,H36-RG85,RG85
University of Hertfordshire,3FT/4SW Hon BSc,H36,European Studies/Law,H36-RM81,RM81
University of Hertfordshire,3FT/4SW Hon BA,H36,European Studies/Marketing,H36-RN85,RN85
University of Hertfordshire,3FT/4SW Hon BSc,H36,European Studies/Mathematics,H36-RG8C,RG8C
University of Hertfordshire,3FT/4SW Hon BSc,H36,European Studies/Philosophy,H36-RV85,RV85
University of Hertfordshire,3FT/4SW Hon BSc,H36,European Studies/Sports Studies,H36-RC86,RC86
University of Hertfordshire,3FT/4SW Hon BA,H36,European Studies/Tourism,H36-RN8P,RN8P
University of Hertfordshire,3FT/4SW Hon BSc,H36,Health Studies/European Studies,H36-B9R8,B9R8
University of Hertfordshire,3FT/4SW Hon BSc,H36,Human Biology/European Studies,H36-B1R8,B1R8
University of Hertfordshire,3FT/4SW Hon BSc,H36,Human Geography/European Studies,H36-L7R8,L7R8
University of Hertfordshire,3FT/4SW Hon BSc,H36,Law/European Studies,H36-M1R8,M1R8
University of Hertfordshire,3FT/4SW Hon BSc,H36,Mathematics/European Studies,H36-G1R8,G1R8
Kingston University,2FT GDN PgDip,K84,Adult Nursing,K84-B741,B741
Kingston University,3FT Hon BSc,K84,Children's Nursing,K84-B732,B732
University of Leeds,3FT Hon BA,L23,Politics and South East Asian Studies,L23-LTGJ,LTGJ
University of Leeds,4FT Hon BA,L23,Politics and Spanish,L23-RL42,RL42
University of Leeds,4FT Hon BA,L23,Politics and Thai & South East Asian Studies,L23-LTG3,LTG3
University of Leeds,3FT Hon BA,L23,Politics and Theology & Religious Studies,L23-LV26,LV26
University of Leeds,4FT Hon BA,L23,Portuguese  and World Cinemas,L23-RW56,RW56
The Manchester Metropolitan University,4FT Hon BSc,M40,Clinical Physiology,M40-B120,B120
The University of Aberdeen,4FT Hon MA,A20,European Management Studies,A20-N2R9,N2R9
The University of Bradford,3FT Hon BSc,B56,Nursing/Registered Nurse (Child),B56-B730,B730
Plymouth University,3FT Hon BSc,P60,Analytical Chemistry,P60-F180,F180
Sheffield Hallam University,4FT Hon BA,S21,Languages with TESOL (German),S21-R8XC,R8XC
Sheffield Hallam University,4FT Hon BA,S21,Languages with TESOL (Spanish),S21-R8XD,R8XD
Sheffield Hallam University,4SW Hon BA,S21,Languages with Tourism (French),S21-R1N8,R1N8
Sheffield Hallam University,4SW Hon BA,S21,Languages with Tourism (German),S21-R2N8,R2N8
Sheffield Hallam University,4SW Hon BA,S21,Languages with Tourism (Spanish),S21-R4N8,R4N8
Sheffield Hallam University,3FT Hon LLB,S21,Law,S21-M100,M100
Sheffield Hallam University,3FT Hon LLB,S21,Law plus Maitrise en Droit Francais,S21-M101,M101
Sheffield Hallam University,3FT Hon LLB,S21,Law with Criminology,S21-M1M9,M1M9
Sheffield Hallam University,3FT Hon LLB,S21,Law with Psychology,S21-M1C8,M1C8
Sheffield Hallam University,3FT/4SW Hon BEng,S21,Manufacturing Engineering,S21-H790,H790
Sheffield Hallam University,3FT/4SW Hon BA,S21,Marketing,S21-N500,N500
Sheffield Hallam University,3FT/4SW Hon BA,S21,Marketing and Retailing,S21-NN52,NN52
Sheffield Hallam University,3FT/4SW Hon BA,S21,Marketing Communications and Advertising,S21-N590,N590
Sheffield Hallam University,3FT/4SW Hon BEng,S21,Materials Engineering,S21-J51C,J51C
Sheffield Hallam University,3FT Hon BSc,S21,Mathematics,S21-G100,G100
Sheffield Hallam University,3FT Hon BSc,S21,Mathematics with Education and QTS,S21-XG11,XG11
Sheffield Hallam University,2FT Hon BSc,S21,Mathematics with Education and QTS,S21-XG1C,XG1C
Sheffield Hallam University,3FT/4SW Hon BEng,S21,Mechanical and Computer-Aided Engineering,S21-HH31,HH31
Sheffield Hallam University,3FT/4SW Hon BEng,S21,Mechanical Engineering,S21-H300,H300
Sheffield Hallam University,4FT/5SW Hon MEng,S21,Mechanical Engineering,S21-H301,H301
Sheffield Hallam University,3FT Hon BA,S21,Media,S21-P300,P300
Sheffield Hallam University,3FT Hon BSc,S21,Medical Sciences,S21-B900,B900
Sheffield Hallam University,2FT GDN GradDip,S21,Mental Health Nursing,S21-3110,3110
Sheffield Hallam University,3FT ADN ADV Dip N,S21,Mental Health Nursing,S21-3160,3160
Sheffield Hallam University,3FT Hon BA,S21,Metalwork and Jewellery,S21-W721,W721
Sheffield Hallam University,4FT Hon MDes,S21,Metalwork and Jewellery,S21-W724,W724
Sheffield Hallam University,3FT Hon BSc,S21,Midwifery,S21-B720,B720
Sheffield Hallam University,4SW Hon BSc,S21,Multimedia Technologies,S21-G450,G450
Sheffield Hallam University,1FT Hon BSc,S21,Multimedia Technologies (Top Up),S21-G452,G452
Sheffield Hallam University,4SW Hon BSc,S21,Network Management,S21-G425,G425
Sheffield Hallam University,1FT Hon BSc,S21,Network Management (Top Up),S21-G427,G427
Sheffield Hallam University,3FT Hon BA,S21,Nursing Studies (Adult Care),S21-B701,B701
Sheffield Hallam University,3FT Hon BA,S21,Nursing Studies (Child Care),S21-B702,B702
Sheffield Hallam University,3FT Hon BA,S21,Nursing Studies (Mental Health Care),S21-B703,B703
Sheffield Hallam University,3FT Hon BSc,S21,"Nutrition, Health and Lifestyles",S21-L535,L535
Sheffield Hallam University,1FT Hon BSc,S21,"Nutrition, Health and Lifestyles (Top Up)",S21-BB49,BB49
Sheffield Hallam University,3FT Hon BSc,S21,Occupational Therapy,S21-B920,B920
Sheffield Hallam University,2FT Dip DipHE,S21,Operating Department Practice,S21-B990,B990
Sheffield Hallam University,2FT Dip DipHE,S21,Paramedic Practice,S21-B780,B780
Sheffield Hallam University,1FT Hon BA,S21,Performance and Professional Practice,S21-W490,W490
Sheffield Hallam University,3FT Hon BA,S21,Performance for Stage and Screen,S21-W491,W491
Sheffield Hallam University,3FT/4SW Hon BSc,S21,Pharmaceutical Sciences,S21-B230,B230
Sheffield Hallam University,3FT Hon BA,S21,Photography,S21-W640,W640
Sheffield Hallam University,4FT Hon MArt,S21,Photography,S21-W641,W641
Sheffield Hallam University,3FT Hon BSc,S21,"Physical Activity, Health and Exercise Science",S21-C601,C601
Sheffield Hallam University,3FT Hon BSc,S21,Physical Education and Youth Sport,S21-C603,C603
Sheffield Hallam University,3FT Hon BSc,S21,Physiotherapy,S21-B160,B160
Sheffield Hallam University,3FT Hon BA,S21,Politics,S21-L200,L200
Sheffield Hallam University,3FT Hon BA,S21,Primary Education with QTS,S21-X120,X120
Sheffield Hallam University,3FT/4SW Hon BSc,S21,Product Design,S21-H770,H770
Sheffield Hallam University,3FT Hon BA,S21,Product Design,S21-W240,W240
Sheffield Hallam University,4FT Hon MDes,S21,Product Design,S21-W242,W242
Sheffield Hallam University,3FT Hon BA,S21,Product Design : Jewellery and Metalwork,S21-W24A,W24A
Sheffield Hallam University,4FT Hon MDes,S21,Product Design: Jewellery and Metalwork,S21-W24B,W24B
Sheffield Hallam University,3FT Hon BSc,S21,Psychology,S21-C800,C800
Sheffield Hallam University,3FT Hon BSc,S21,Psychology and Sociology,S21-CL83,CL83
Sheffield Hallam University,3FT Hon BSc,S21,Public Health Nutrition,S21-B400,B400
Sheffield Hallam University,3FT Hon BA,S21,Public Relations,S21-P210,P210
Sheffield Hallam University,3FT Hon BA,S21,Public Relations and Media,S21-PP23,PP23
Sheffield Hallam University,4SW Hon BSc,S21,Quantity Surveying,S21-K240,K240
Sheffield Hallam University,3FT Hon BSc,S21,Radiotherapy and Oncology,S21-B822,B822
Sheffield Hallam University,4SW/3FT Hon BSc,S21,Railway Technology,S21-H334,H334
Sheffield Hallam University,2FT HND,S21,Real Estate,S21-032N,032N
Sheffield Hallam University,3FT/4SW Hon/Ord BSc,S21,Real Estate,S21-N230,N230
Sheffield Hallam University,2FT Hon BSc,S21,Science with Education and QTS,S21-X1F0,X1F0
Sheffield Hallam University,3FT Hon BSc,S21,Science with Education and QTS,S21-XFC0,XFC0
Sheffield Hallam University,3FT Hon BA,S21,Screen Studies,S21-P303,P303
Sheffield Hallam University,3FT Hon BA,S21,Scriptwriting with Screen Studies,S21-W8P3,W8P3
Sheffield Hallam University,2FT Hon BSc,S21,Secondary Education in Des and Tech QTS 2yrs,S21-XWC2,XWC2
Sheffield Hallam University,2FT PMD MA,S21,Social Work (Postgraduate Entry),S21-L508,L508
Sheffield Hallam University,3FT Hon BA,S21,Social Work Studies,S21-L500,L500
Sheffield Hallam University,3FT Hon BA,S21,Sociology,S21-L300,L300
Sheffield Hallam University,4SW Hon BSc,S21,Software Engineering,S21-G600,G600
Sheffield Hallam University,4FT/5SW Hon MComp,S21,Software Engineering,S21-G602,G602
Sheffield Hallam University,3FT Hon BA,S21,Sport & Community Development,S21-CL65,CL65
Sheffield Hallam University,3FT Hon BSc,S21,Sport and Exercise Science,S21-C600,C600
Sheffield Hallam University,3FT Hon BSc,S21,Sport Business Management,S21-C6N2,C6N2
Sheffield Hallam University,3FT Hon BSc,S21,Sport Coaching,S21-CX61,CX61
Sheffield Hallam University,3FT Hon BSc,S21,Sport Development with Coaching,S21-C6X3,C6X3
Sheffield Hallam University,3FT Hon BSc,S21,Sport Event Management,S21-CN62,CN62
Sheffield Hallam University,3FT Hon BSc,S21,Sport Science For Performance Coaching,S21-C602,C602
Sheffield Hallam University,3FT/4SW Hon BSc,S21,Sport Technology,S21-C6G4,C6G4
Sheffield Hallam University,3FT Hon BA,S21,"Sport, Culture and Society",S21-CL63,CL63
Sheffield Hallam University,1FT Hon BEng,S21,Telecommunication and Electronic Systems,S21-H690,H690
Sheffield Hallam University,1FT Hon BSc,S21,Tourism & Hospitality Business Mngnt(Top Up),S21-NN8G,NN8G
Sheffield Hallam University,3FT/4SW Hon BSc,S21,Tourism and Hospitality Business Management,S21-NNVF,NNVF
Sheffield Hallam University,4SW Hon BSc,S21,Tourism Management - (International Tourism Management),S21-N800,N800
Sheffield Hallam University,1FT Hon BSc,S21,Tourism Management (Top Up),S21-N832,N832
Sheffield Hallam University,4FT Hon MPlan,S21,Urban and Environmental Planning,S21-K430,K430
Sheffield Hallam University,4SW Hon BSc,S21,Web Systems Design,S21-G590,G590
Sheffield Hallam University,2FT Fdg FdA,S21,"Working with Children, Young People and Families",S21-LX53,LX53
Sheffield Hallam University,1FT Hon BA,S21,Youth and Community Studies,S21-L990,L990
Sheffield Hallam University,3FT Hon BA,S21,Youth and Community Work,S21-L590,L590
Sheffield College,2FT HND,S22,Animal Management,S22-003D,003D
Sheffield College,2FT Fdg FdA,S22,Business Management and Enterprise,S22-NN21,NN21
Sheffield College,2FT Fdg FdA,S22,Fashion Design and Manufacture,S22-WJ24,WJ24
Sheffield College,2FT Fdg FdA,S22,Foundation Degree in Photography,S22-W640,W640
Sheffield College,2FT Fdg FdA,S22,Graphic Design,S22-W210,W210
Sheffield College,2FT Fdg FdA,S22,Media Production,S22-P310,P310
Sheffield College,2FT Fdg FdA,S22,Performing Arts,S22-WW45,WW45
Sheffield College,2FT Fdg FdA,S22,Performing Arts - Drama,S22-W400,W400
Sheffield College,2FT Fdg FdSc,S22,Public Services: Policing Studies,S22-L490,L490
Sheffield College,2FT Fdg FdSc,S22,Sport and Exercise Coaching,S22-CX61,CX61
Sheffield College,2FT Fdg FdA,S22,Tourism and Event Management,S22-N890,N890
Solihull College,2FT HND,S26,Advanced Practice Work with Children & Families,S26-093X,093X
Solihull College,2FT HND,S26,Aerospace Engineering,S26-004H,004H
Solihull College,2FT HND,S26,Animal Management,S26-023D,023D
Solihull College,2FT HND,S26,Business,S26-022N,022N
Solihull College,2FT HND,S26,Business Information Technology,S26-005G,005G
Solihull College,2FT HND,S26,Computing and Systems Development,S26-105G,105G
Solihull College,2FT HND,S26,Graphic Design,S26-012W,012W
Solihull College,2FT HND,S26,Photography & Digital Imaging,S26-066W,066W
Solihull College,2FT HND,S26,Sport & Exercise Science,S26-006C,006C
University of Southampton,3FT Hon BSc,S27,Accounting and Economics,S27-NL41,NL41
University of Southampton,3FT Hon BSc,S27,Accounting and Finance,S27-N400,N400
University of Southampton,3FT/4FT Hon BEng/MEng,S27,Acoustical Engineering,S27-H722,H722
University of Southampton,3FT Hon BSc,S27,Acoustics and Music,S27-HW73,HW73
University of Southampton,4FT Hon BN,S27,Adult and Mental Health Nursing,S27-B747,B747
University of Southampton,3FT Hon BEng,S27,Aeronautics & Astronautics (3 years),S27-H422,H422
University of Southampton,4FT Hon MEng,S27,Aeronautics & Astronautics (4 years),S27-H401,H401
University of Southampton,4FT Hon MEng,S27,Aeronautics & Astronautics/Advanced Materials,S27-HJ45,HJ45
University of Southampton,4FT Hon MEng,S27,Aeronautics & Astronautics/Aerodynamics,S27-H490,H490
University of Southampton,4FT Hon MEng,S27,Aeronautics & Astronautics/Airvehicle Sys Des,S27-H491,H491
University of Southampton,4FT Hon MEng,S27,Aeronautics & Astronautics/Eng Management,S27-HN42,HN42
University of Southampton,4FT Hon MEng,S27,Aeronautics & Astronautics/European Studies,S27-H425,H425
University of Southampton,4FT Hon MEng,S27,Aeronautics & Astronautics/Spacecraft Eng,S27-H493,H493
University of Southampton,4FT Hon MEng,S27,Aeronautics & Astronautics/Structural Design,S27-H492,H492
University of Southampton,3FT Hon BA,S27,Applied English Language Studies,S27-Q310,Q310
University of Southampton,3FT Hon BSc,S27,Applied Social Sciences,S27-L310,L310
University of Southampton,3FT Hon BSc,S27,Applied Social Sciences (Anthropology),S27-LL36,LL36
University of Southampton,3FT Hon BSc,S27,Applied Social Sciences (Criminology & Psych St),S27-LC3V,LC3V
University of Southampton,3FT Hon BSc,S27,Applied Social Sciences (Criminology),S27-LM39,LM39
University of Southampton,3FT Hon BSc,S27,Archaeology,S27-F400,F400
University of Southampton,3FT Hon BA,S27,Archaeology,S27-V400,V400
University of Southampton,3FT Hon BA,S27,Archaeology and Geography,S27-VL47,VL47
University of Southampton,3FT Hon BA,S27,Archaeology and History,S27-VV41,VV41
University of Southampton,3FT Hon BSc,S27,Audiology,S27-B610,B610
University of Southampton,3FT Hon BSc,S27,Biochemistry,S27-C700,C700
University of Southampton,4FT Hon BSc,S27,Biochemistry/Biomedical Sci/Pharmacology (4yrs),S27-CB71,CB71
University of Southampton,3FT Hon BSc,S27,Biology,S27-C100,C100
University of Southampton,4FT Hon BSc,S27,Biology with Foundation Year (4 years),S27-C108,C108
University of Southampton,3FT Hon BSc,S27,Biomedical Sciences,S27-B940,B940
University of Southampton,3FT Hon BSc,S27,Chemistry,S27-F100,F100
University of Southampton,4FT Hon MChem,S27,Chemistry,S27-F103,F103
University of Southampton,4FT Hon MChem,S27,Chemistry with a six month placement,S27-F101,F101
University of Southampton,4FT Hon BSc,S27,Chemistry with Foundation Year,S27-F108,F108
University of Southampton,4FT Hon MChem,S27,Chemistry with Mathematics,S27-F1GC,F1GC
University of Southampton,4FT Hon MChem,S27,Chemistry with Medicinal Science (4 years),S27-F1BC,F1BC
University of Southampton,4FT Hon MChem,S27,Chemistry with one year placement,S27-F102,F102
University of Southampton,4FT Hon BN,S27,Children's and Adult Nursing,S27-B746,B746
University of Southampton,3FT Hon BEng,S27,Civil Engineering,S27-H200,H200
University of Southampton,4FT Hon MEng,S27,Civil Engineering (4 years),S27-H201,H201
University of Southampton,4FT Hon MEng,S27,Civil Engineering (with a year in Industry),S27-H202,H202
University of Southampton,4FT Hon MEng,S27,Civil Engineering and Architecture,S27-HK21,HK21
University of Southampton,3FT Hon BSc,S27,Computer Science,S27-G400,G400
University of Southampton,4FT Hon MEng,S27,Computer Science,S27-G401,G401
University of Southampton,4FT Hon MEng,S27,Computer Science with Artificial Intelligence,S27-G4GR,G4GR
University of Southampton,4FT Hon MEng,S27,Computer Science with Distributed Sys & Netwks,S27-G4G5,G4G5
University of Southampton,4FT Hon MEng,S27,Computer Science with Image and Multimedia Sys,S27-G450,G450
University of Southampton,4FT Hon MEng,S27,Computer Science with Mobile and Secure Systems,S27-G421,G421
University of Southampton,3FT Hon BSc,S27,Economics,S27-L100,L100
University of Southampton,3FT Hon BSc,S27,Economics and Actuarial Science,S27-L1N3,L1N3
University of Southampton,3FT Hon BSc,S27,Economics and Finance,S27-L1NH,L1NH
University of Southampton,3FT Hon BSc,S27,Economics and Management Sciences,S27-L112,L112
University of Southampton,3FT Hon BA,S27,Economics and Philosophy,S27-VL51,VL51
University of Southampton,3FT Hon BSc,S27,Education Studies,S27-X300,X300
University of Southampton,3FT Hon BSc,S27,Education Studies and Psychology,S27-CX83,CX83
University of Southampton,3FT Hon BEng,S27,Electrical Engineering,S27-H620,H620
University of Southampton,4FT Hon MEng,S27,Electrical Engineering (4 years),S27-H601,H601
University of Southampton,3FT Hon BEng,S27,Electromechanical Engineering,S27-HH36,HH36
University of Southampton,4FT Hon MEng,S27,Electromechanical Engineering (4 years),S27-HHH6,HHH6
University of Southampton,3FT Hon BEng,S27,Electronic Engineering,S27-H610,H610
University of Southampton,4FT Hon MEng,S27,Electronic Engineering (4 years),S27-H603,H603
University of Southampton,4FT Hon MEng,S27,Electronic Engineering w Mobile & Secure Systems,S27-H691,H691
University of Southampton,4FT Hon MEng,S27,Electronic Engineering with AI,S27-H6G7,H6G7
University of Southampton,4FT Hon MEng,S27,Electronic Engineering with Computer Systems,S27-H6G4,H6G4
University of Southampton,4FT Hon MEng,S27,Electronic Engineering with Nanotechnology,S27-H611,H611
University of Southampton,4FT Hon MEng,S27,Electronic Engineering with Optical Comms,S27-H680,H680
University of Southampton,4FT Hon MEng,S27,Electronic Engineering with Power Systems,S27-H690,H690
University of Southampton,4FT Hon MEng,S27,Electronic Engineering with Wireless Comms,S27-H641,H641
University of Southampton,4FT/5FT Hon BEng/MEng,S27,Engineering with Foundation Year - (Ship Science),S27-H008,H008
University of Southampton,3FT Hon BA,S27,English,S27-Q300,Q300
University of Southampton,4FT Hon BA,S27,English and French (4 years),S27-QR31,QR31
University of Southampton,4FT Hon BA,S27,English and German (4 years),S27-QR32,QR32
University of Southampton,3FT Hon BA,S27,English and History,S27-QV31,QV31
University of Southampton,3FT Hon BA,S27,English and Music,S27-QW33,QW33
University of Southampton,3FT Hon BA,S27,English and Philosophy,S27-QV35,QV35
University of Southampton,4FT Hon BA,S27,English and Spanish (4 years),S27-QR34,QR34
University of Southampton,4FT Hon MEng,S27,Environmental Engineering (4 years),S27-H251,H251
University of Southampton,3FT Hon BSc,S27,Environmental Sciences,S27-F900,F900
University of Southampton,4FT Hon MEnv,S27,Environmental Sciences,S27-F902,F902
University of Southampton,4FT Hon BSc,S27,Environmental Sciences with Foundation Year,S27-F903,F903
University of Southampton,3FT Hon BA,S27,Fashion and Textile Design,S27-WJ24,WJ24
University of Southampton,3FT Hon BA,S27,Fashion Marketing,S27-WN25,WN25
University of Southampton,3FT Hon BA,S27,Film,S27-P303,P303
University of Southampton,3FT Hon BA,S27,Film and English,S27-QW36,QW36
University of Southampton,4FT Hon BA,S27,Film and French (4 years),S27-RW16,RW16
University of Southampton,4FT Hon BA,S27,Film and German (4 years),S27-RW26,RW26
University of Southampton,3FT Hon BA,S27,Film and History,S27-WV61,WV61
University of Southampton,3FT Hon BA,S27,Film and Philosophy,S27-WV65,WV65
University of Southampton,4FT Hon BA,S27,Film and Spanish (4 years),S27-RW46,RW46
University of Southampton,3FT Hon BA,S27,Fine Art,S27-W190,W190
University of Southampton,4FT Hon BA,S27,French (4 years),S27-R120,R120
University of Southampton,4FT Hon BA,S27,French and German (4 years),S27-RR12,RR12
University of Southampton,4FT Hon BA,S27,French and German Linguistic Studies (4 years),S27-RRC2,RRC2
University of Southampton,4FT Hon BA,S27,French and History (4 years),S27-RV11,RV11
University of Southampton,4FT Hon BA,S27,French and Music (4 years),S27-RW13,RW13
University of Southampton,4FT Hon BA,S27,French and Philosophy (4 years),S27-RV15,RV15
University of Southampton,4FT Hon BA,S27,French and Portuguese (4 years),S27-RR15,RR15
University of Southampton,4FT Hon BA,S27,French and Spanish (4 years),S27-RR14,RR14
University of Southampton,4FT Hon BA,S27,French and Spanish Linguistic Studies (4 years),S27-RRC4,RRC4
University of Southampton,4FT Hon BA,S27,French Linguistic Studies (4 years),S27-R101,R101
University of Southampton,3FT Hon BSc,S27,Geography,S27-F800,F800
University of Southampton,3FT Hon BA,S27,Geography,S27-L700,L700
University of Southampton,3FT Hon BSc,S27,Geography with Geology,S27-FF68,FF68
University of Southampton,3FT Hon BSc,S27,Geography with Oceanography,S27-F8F7,F8F7
University of Southampton,3FT Hon BSc,S27,Geology,S27-F600,F600
University of Southampton,4FT Hon MGeol,S27,Geology,S27-F601,F601
University of Southampton,4FT Hon BSc,S27,Geology with Foundation Year (4 years),S27-F602,F602
University of Southampton,3FT Hon BSc,S27,Geology with Marine Biology,S27-F6C1,F6C1
University of Southampton,3FT Hon BSc,S27,Geology with Physical Geography,S27-F6F8,F6F8
University of Southampton,4FT Hon MGeol,S27,Geology with Study Abroad,S27-F603,F603
University of Southampton,3FT Hon BSc,S27,Geophysical Sciences,S27-F640,F640
University of Southampton,4FT Hon MGeophysic,S27,Geophysics (4 years),S27-F660,F660
University of Southampton,5FT Hon MGeophys,S27,Geophysics with Foundation Year,S27-F662,F662
University of Southampton,4FT Hon MGeophys,S27,Geophysics with Study Abroad,S27-F661,F661
University of Southampton,4FT Hon BA,S27,German,S27-R220,R220
University of Southampton,4FT Hon BA,S27,German and History (4 years),S27-RV21,RV21
University of Southampton,4FT Hon BA,S27,German and Music (4 years),S27-RW23,RW23
University of Southampton,4FT Hon BA,S27,German and Philosophy (4 years),S27-RV25,RV25
University of Southampton,4FT Hon BA,S27,German and Spanish (4 years),S27-RR24,RR24
University of Southampton,4FT Hon BA,S27,German and Spanish Linguistic Studies (4 years),S27-RRF4,RRF4
University of Southampton,4FT Hon BA,S27,German Linguistic Studies (4 years),S27-R201,R201
University of Southampton,3FT Hon BA,S27,Graphic Arts,S27-W210,W210
University of Southampton,1FT Hon BSc,S27,Health and Social Care (Top-Up),S27-L510,L510
University of Southampton,3FT Hon BSc,S27,Healthcare Science (Cardiovascular),S27-B120,B120
University of Southampton,3FT Hon BSc,S27,Healthcare Science (Resp. and Sleep Sciences),S27-B121,B121
University of Southampton,3FT Hon BA,S27,History,S27-V100,V100
