univeristy_name,course_type,univeristy_code,course,key,course_code
The University of Kent,4FT Hon BA,K24,Cultural Studies (Italian),K24-R3V9,R3V9
The University of Kent,3FT Hon BA,K24,Cultural Studies and Comparative Literature,K24-QV29,QV29
The University of Kent,3FT Hon BA,K24,Cultural Studies and Film Studies,K24-VW96,VW96
The University of Kent,3FT Hon BA,K24,Cultural Studies and History & Theory of Art,K24-VV93,VV93
The University of Kent,3FT Hon BA,K24,Cultural Studies and Social Anthropology,K24-LV69,LV69
The University of Kent,3FT Hon BA,K24,Cultural Studies with an optional deferred subj,K24-V901,V901
The University of Kent,3FT Hon BA,K24,Digital Arts,K24-W281,W281
The University of Kent,4FT Hon BA,K24,Digital Arts with a year in Industry,K24-W282,W282
The University of Kent,3FT Hon BA,K24,Drama & Theatre St and Comparative Lit Studies,K24-QW24,QW24
The University of Kent,3FT Hon BA,K24,Drama & Theatre St and English Lang & Lingistics,K24-WQ43,WQ43
The University of Kent,4FT Hon BA,K24,Drama & Theatre Studies and French,K24-RW14,RW14
The University of Kent,4FT Hon BA,K24,Drama & Theatre Studies and German,K24-RW24,RW24
The University of Kent,4FT Hon BA,K24,Drama & Theatre Studies and Hispanic Studies,K24-WR44,WR44
The University of Kent,3FT Hon BA,K24,Drama & Theatre Studies and History,K24-VW14,VW14
The University of Kent,4FT Hon BA,K24,Drama & Theatre Studies and Italian,K24-RW34,RW34
The University of Kent,3FT Hon BA,K24,Drama & Theatre Studies and Philosophy,K24-VW54,VW54
The University of Kent,3FT Hon BA,K24,Drama & Theatre Studies and Religious Studies,K24-VW64,VW64
The University of Kent,3FT Hon BA,K24,Drama and Multimedia,K24-GW44,GW44
The University of Kent,4FT Hon MDrama,K24,Drama and Theatre Studies (4 years),K24-W421,W421
The University of Kent,3FT Hon BA,K24,Drama Theatre St & Classical  Archaeology St,K24-QW84,QW84
The University of Kent,3FT Hon BSc,K24,Economics,K24-L100,L100
The University of Kent,3FT Hon BA,K24,Economics and Politics,K24-LL12,LL12
The University of Kent,3FT Hon BSc,K24,Economics with a Language (Spanish),K24-L1R4,L1R4
The University of Kent,4SW Hon BSc,K24,Economics with a Year in Industry,K24-L102,L102
The University of Kent,3FT Hon BSc,K24,Economics with Computing,K24-L1G4,L1G4
The University of Kent,3FT Hon BSc,K24,Economics with Econometrics,K24-L141,L141
The University of Kent,4FT Hon BEng,K24,Electronic & Com Engineering inc foundation year,K24-H605,H605
The University of Kent,4SW Hon BEng,K24,Electronic & Comms Engineering with yr in Ind,K24-H604,H604
The University of Kent,5FT Hon MEng,K24,Electronic & Communications Enginrng Yr Industry,K24-H608,H608
The University of Kent,3FT Hon BEng,K24,Electronic and Communication Engineering,K24-H619,H619
The University of Kent,4FT Hon MEng,K24,Electronic and Communications Engineering,K24-H607,H607
The University of Kent,1FT Hon BEng,K24,Electronic and Computer Systems (Top-up),K24-H691,H691
The University of Kent,4FT Hon BEng,K24,Electronic Eng inc foundation year (Int Student),K24-H609,H609
The University of Kent,2FT Hon FdEng,K24,Engineering (Electrical Engineering),K24-H624,H624
The University of Kent,2FT Hon FdEng,K24,Engineering (Electronic Engineering),K24-H610,H610
The University of Kent,2FT Fdg FdEng,K24,Engineering (Manufacturing Engineering),K24-H700,H700
The University of Kent,2FT Fdg FdEng,K24,Engineering (Mechanical Engineering),K24-H300,H300
The University of Kent,2FT Hon FdEng,K24,Engineering (Plant and Process),K24-H790,H790
The University of Kent,3FT Hon BA,K24,English  American Lit & History & Philosophy Art,K24-VQ33,VQ33
The University of Kent,3FT Hon BA,K24,English & American Lit and C. Write (Yr Abroad),K24-Q325,Q325
The University of Kent,3FT Hon BA,K24,English & American Lit and Classicl & Archlgl St,K24-QQ38,QQ38
The University of Kent,3FT Hon BA,K24,English & American Lit and Creative Writing,K24-Q324,Q324
The University of Kent,3FT Hon BA,K24,English & American Lit and English Lang Lingstcs,K24-Q391,Q391
The University of Kent,4FT Hon BA,K24,English & American Lit with App Yr Abroad (4 yr),K24-Q301,Q301
The University of Kent,3FT Hon BA,K24,English & American Literature,K24-Q300,Q300
The University of Kent,3FT Hon BA,K24,English & American Literature & Comparative Lit.,K24-QQF3,QQF3
The University of Kent,3FT Hon BA,K24,English & American Literature & Drama Theatre St,K24-QW34,QW34
The University of Kent,4FT Hon BA,K24,English & American Literature &Hispanic Studies,K24-QR34,QR34
The University of Kent,3FT Hon BA,K24,English & American Literature and Computing,K24-QG34,QG34
The University of Kent,4FT Hon BA,K24,English & American Literature and French,K24-QR31,QR31
The University of Kent,4FT Hon BA,K24,English & American Literature and German,K24-QR32,QR32
The University of Kent,3FT Hon BA,K24,English & American Literature and History,K24-QV31,QV31
The University of Kent,4FT Hon BA,K24,English & American Literature and Italian,K24-QR33,QR33
The University of Kent,3FT Hon BA,K24,English & American Literature and Philosophy,K24-QVH5,QVH5
The University of Kent,3FT Hon BA,K24,English & American Literature and Sociology,K24-LQ33,LQ33
The University of Kent,3FT Hon BA,K24,English American Literature & Religious Studies,K24-QV36,QV36
The University of Kent,4FT Hon LLB,K24,English and French Law (4 years),K24-M121,M121
The University of Kent,4FT Hon LLB,K24,English and German Law (4 years),K24-M122,M122
The University of Kent,4FT Hon LLB,K24,English and Italian Law (4 years),K24-M123,M123
The University of Kent,4FT Hon LLB,K24,English and Spanish Law (4 years),K24-M125,M125
The University of Kent,4FT Hon BA,K24,English Language & Linguistics and French,K24-RQ13,RQ13
The University of Kent,4FT Hon BA,K24,English Language & Linguistics and German,K24-RQ23,RQ23
The University of Kent,4FT Hon BA,K24,English Language & Linguistics and Italian,K24-RQ33,RQ33
The University of Kent,4FT Hon BA,K24,English Language & Linguistics and Spanish,K24-RQ43,RQ43
The University of Kent,3FT Hon BA,K24,English Language and Linguistics,K24-QQ13,QQ13
The University of Kent,4FT Hon BA,K24,"English, Amercn Post-Colonial Lit & Hispanic St",K24-QR14,QR14
The University of Kent,3FT Hon BA,K24,"English, American & Post-Colonial Lit & History",K24-VQ13,VQ13
The University of Kent,4FT Hon BA,K24,"English, American & Post-colonial Lit & Italian",K24-QRH3,QRH3
The University of Kent,4FT Hon BA,K24,"English, American & Post-colonial Lit and French",K24-RQ1J,RQ1J
The University of Kent,4FT Hon BA,K24,"English, American & Post-colonial Lit and German",K24-RQ2J,RQ2J
The University of Kent,4FT Hon BA,K24,"English, American & Postcol Lit & Appved Yr Abr",K24-Q303,Q303
The University of Kent,3FT Hon BA,K24,"English, American and Post-Colonial Literatures",K24-Q302,Q302
The University of Kent,3FT Hon BA,K24,Environmental Studies,K24-L9D4,L9D4
The University of Kent,4FT Hon BA,K24,European Arts (Film Studies),K24-W612,W612
The University of Kent,4FT Hon BA,K24,European Arts (History & Philosophy of Art),K24-V351,V351
The University of Kent,4FT Hon BSc,K24,European Economics (4 years),K24-L171,L171
The University of Kent,4FT Hon BSc,K24,European Economics (French) (4 years),K24-L176,L176
The University of Kent,4FT Hon BSc,K24,European Economics (German) (4 years),K24-L174,L174
The University of Kent,4FT Hon BSc,K24,European Economics (Spanish) (4 years),K24-L177,L177
The University of Kent,4FT Hon BA,K24,European History with a Year Abroad (4 years),K24-V221,V221
The University of Kent,4FT Hon LLB,K24,European Legal Studies (4 years),K24-M120,M120
The University of Kent,4FT Hon BA,K24,European Studies (Humanities) - French,K24-R190,R190
The University of Kent,4FT Hon BA,K24,European Studies (Humanities) - German,K24-R290,R290
The University of Kent,4FT Hon BA,K24,European Studies (Humanities) - Hispanic/Italian,K24-R903,R903
The University of Kent,4FT Hon BA,K24,European Studies (Humanities) Combined Languages,K24-R904,R904
The University of Kent,3FT Hon BA,K24,Event and Experience Design,K24-W900,W900
The University of Kent,2FT Fdg FdA,K24,Fashion and Textiles,K24-W230,W230
The University of Kent,1FT Hon BA,K24,Fashion and Textiles,K24-W234,W234
The University of Kent,1FT Hon BA,K24,Fashion and Textiles (top-up),K24-W232,W232
The University of Kent,3FT Hon BA,K24,Film Studies,K24-W610,W610
The University of Kent,3FT Hon BA,K24,Film Studies and Classical & Archaeological St,K24-QW86,QW86
The University of Kent,3FT Hon BA,K24,Film Studies and Comparative Literature,K24-WQ62,WQ62
The University of Kent,3FT Hon BA,K24,Film Studies and Computing,K24-WG64,WG64
The University of Kent,3FT Hon BA,K24,Film Studies and Drama & Theatre Studies,K24-WW46,WW46
The University of Kent,3FT Hon BA,K24,Film Studies and English & American Literature,K24-QW36,QW36
The University of Kent,4FT Hon BA,K24,Film Studies and French,K24-RW16,RW16
The University of Kent,4FT Hon BA,K24,Film Studies and German,K24-RW26,RW26
The University of Kent,4FT Hon BA,K24,Film Studies and Hispanic Studies,K24-WR64,WR64
The University of Kent,3FT Hon BA,K24,Film Studies and History,K24-VW16,VW16
The University of Kent,3FT Hon BA,K24,Film Studies and History & Philosophy of Art,K24-VW36,VW36
The University of Kent,4FT Hon BA,K24,Film Studies and Italian,K24-RW36,RW36
The University of Kent,3FT Hon BA,K24,Film Studies and Philosophy,K24-VW56,VW56
The University of Kent,3FT Hon BA,K24,Film Studies and Religious Studies,K24-VW66,VW66
The University of Kent,4FT Hon BA,K24,Film Studies with a Placement Year,K24-W611,W611
The University of Kent,4FT Hon BA,K24,Film Studies with a Year Abroad,K24-W616,W616
The University of Kent,3FT Hon BA,K24,"Film Study & English, American Post-Colonial Lit",K24-WQ63,WQ63
The University of Kent,3FT Hon BSc,K24,Financial Economics,K24-L111,L111
The University of Kent,3FT Hon BSc,K24,Financial Economics (with Econometrics),K24-L142,L142
The University of Kent,3FT/4SW Hon BSc,K24,Financial Mathematics,K24-GN13,GN13
The University of Kent,3FT Hon BA,K24,Fine Art,K24-W100,W100
The University of Kent,1FT Hon BA,K24,Fine Art (Top-up),K24-W101,W101
The University of Kent,3FT Hon BSc,K24,Forensic Chemistry,K24-F1F4,F1F4
The University of Kent,4FT Deg MSci,K24,Forensic Chemistry,K24-F1FL,F1FL
The University of Kent,4SW Hon BSc,K24,Forensic Chemistry with a year in Industry,K24-F1FK,F1FK
The University of Kent,3FT Hon BSc,K24,Forensic Science,K24-F410,F410
The University of Kent,4FT Hon MSci,K24,Forensic Science,K24-F414,F414
The University of Kent,4FT Hon BSc,K24,Forensic Science with a foundation year - 4 year,K24-F412,F412
The University of Kent,4SW Hon BSc,K24,Forensic Science with a year in Industry,K24-F411,F411
The University of Kent,4FT Hon BA,K24,French (4 years),K24-R101,R101
The University of Kent,3FT Hon BA,K24,French (Licence de Lettres),K24-R120,R120
The University of Kent,4FT Hon BA,K24,French and Business Administration,K24-NR21,NR21
The University of Kent,4FT Hon BA,K24,French and German,K24-RR12,RR12
The University of Kent,4FT Hon BA,K24,French and Hispanic Studies,K24-RR14,RR14
The University of Kent,4FT Hon BA,K24,French and History,K24-RV11,RV11
The University of Kent,4FT Hon BA,K24,French and History & Philosophy of Art,K24-VR31,VR31
The University of Kent,4FT Hon BA,K24,French and Italian,K24-RR13,RR13
The University of Kent,4FT Hon BA,K24,French and Philosophy,K24-RVC5,RVC5
The University of Kent,4FT Hon BA,K24,French and Religious Studies,K24-RV16,RV16
The University of Kent,4FT Hon BA,K24,German (4 years),K24-R220,R220
The University of Kent,4FT Hon BA,K24,German and Business Administration,K24-NR22,NR22
The University of Kent,4FT Hon BA,K24,German and Hispanic Studies,K24-RR24,RR24
The University of Kent,4FT Hon BA,K24,German and History,K24-RV21,RV21
The University of Kent,4FT Hon BA,K24,German and Italian,K24-RR23,RR23
The University of Kent,4FT Hon BA,K24,German and Philosophy,K24-RVF5,RVF5
The University of Kent,4FT Hon BA,K24,German and Religious Studies,K24-RV26,RV26
The University of Kent,2FT HND,K24,Graphic Design,K24-012W,012W
The University of Kent,1FT Hon BA,K24,Graphic Design (Top-up),K24-W210,W210
The University of Kent,3FT Hon BA,K24,Health and Social Care,K24-LL45,LL45
The University of Kent,4FT Hon BA,K24,Hispanic Studies,K24-R400,R400
The University of Kent,4FT Hon BA,K24,Hispanic Studies and Business Administration,K24-NR24,NR24
The University of Kent,3FT Hon BA,K24,History,K24-V100,V100
The University of Kent,3FT Hon BA,K24,History & Philosophy of Art,K24-V350,V350
The University of Kent,3FT Hon BA,K24,History & Philosophy of Art & Drama & Theatre St,K24-VW34,VW34
The University of Kent,3FT Hon BA,K24,History & Philosophy of Art and Computing,K24-VG34,VG34
The University of Kent,4FT Hon BA,K24,History & Philosophy of Art and German,K24-VR32,VR32
The University of Kent,4FT Hon BA,K24,History & Philosophy of Art and Hispanic Studies,K24-VR34,VR34
The University of Kent,3FT Hon BA,K24,History and Archaeological Studies,K24-VV14,VV14
The University of Kent,3FT Hon BA,K24,History and English Language & Linguistics,K24-VQ1H,VQ1H
The University of Kent,4FT Hon BA,K24,History and Hispanic Studies,K24-RV41,RV41
The University of Kent,3FT Hon BA,K24,History and History & Philosophy of Art,K24-VV31,VV31
The University of Kent,3FT Hon BA,K24,History and History of Science,K24-VV15,VV15
The University of Kent,4FT Hon BA,K24,History and Italian,K24-RV31,RV31
The University of Kent,3FT Hon BA,K24,History and Philosophy,K24-VVC5,VVC5
The University of Kent,3FT Hon BA,K24,History and Politics,K24-LV21,LV21
The University of Kent,3FT Hon BA,K24,History and Religious Studies,K24-VV61,VV61
The University of Kent,3FT Hon BA,K24,History and Social Anthropology,K24-LVP1,LVP1
The University of Kent,3FT Hon BA,K24,History of Science and Philosophy,K24-VV35,VV35
The University of Kent,4FT Hon BA,K24,Humanities with a foundation year,K24-Q308,Q308
The University of Kent,2FT HND,K24,Information Technology,K24-105G,105G
The University of Kent,2FT Fdg FdSc,K24,Information Technology,K24-G405,G405
The University of Kent,3FT Hon BSc,K24,Information Technology,K24-G503,G503
The University of Kent,3FT Hon BSc,K24,Information Technology (Consultancy),K24-G508,G508
The University of Kent,4FT Hon BSc,K24,Information Technology (Consultancy) Yr Industry,K24-G509,G509
The University of Kent,4SW Hon BSc,K24,Information Technology with a year in Industry,K24-G505,G505
The University of Kent,3FT Hon BSc,K24,Intellectual and Developmental Disabilities,K24-L512,L512
The University of Kent,2FT Fdg FdSc,K24,Intellectual and Developmental Disabilities,K24-L513,L513
The University of Kent,2FT HND,K24,Interactive Media,K24-054G,054G
The University of Kent,3FT Hon BA,K24,International Business,K24-N126,N126
The University of Kent,4FT Hon BA,K24,International Business with a Year in Europe,K24-N127,N127
The University of Kent,4FT Hon BA,K24,International Business with a year in Industry,K24-N128,N128
The University of Kent,4FT Hon BA,K24,Italian and Business Administration,K24-NR23,NR23
The University of Kent,4FT Hon BA,K24,Italian and Hispanic Studies,K24-RR43,RR43
The University of Kent,4FT Hon BA,K24,Italian and History & Philosophy of Art,K24-VR33,VR33
The University of Kent,4FT Hon BA,K24,Italian and Philosophy,K24-RVH5,RVH5
The University of Kent,4FT Hon BA,K24,Italian and Religious Studies,K24-RV36,RV36
The University of Kent,3FT Hon BA,K24,Journalism,K24-P500,P500
The University of Kent,3FT Hon LLB,K24,Law,K24-M100,M100
The University of Kent,3FT Hon LLB,K24,Law,K24-M102,M102
The University of Kent,4FT Hon BA,K24,Law and Accounting & Finance (4 years),K24-NM41,NM41
The University of Kent,3FT Hon BA,K24,Law and Business Administration,K24-MN12,MN12
The University of Kent,3FT Hon BA,K24,Law and Criminology,K24-MM19,MM19
The University of Kent,3FT Hon BA,K24,Law and Economics,K24-ML11,ML11
The University of Kent,4FT Hon BA,K24,Law and English,K24-MQ13,MQ13
The University of Kent,3FT Hon BA,K24,Law and History,K24-VM1C,VM1C
The University of Kent,3FT Hon BA,K24,Law and Philosophy,K24-MV15,MV15
The University of Kent,3FT Hon BA,K24,Law and Social Anthropology,K24-ML16,ML16
The University of Kent,3FT Hon BA,K24,Law and Sociology,K24-LM31,LM31
The University of Kent,3FT Hon BA,K24,Law and Welfare,K24-ML14,ML14
The University of Kent,3FT Hon LLB,K24,Law with a Language,K24-M124,M124
The University of Kent,4FT Hon LLB,K24,Law with a Year in China,K24-M103,M103
The University of Kent,4FT Hon LLB,K24,Law with French and a year in Canada,K24-M1R1,M1R1
The University of Kent,3FT Hon LLB,K24,Law with Spanish,K24-M1R4,M1R4
The University of Kent,4FT Hon LLB,K24,Law with Yr in HK Special Admin Region (China),K24-M104,M104
The University of Kent,2FT Fdg FdSc,K24,Life Science Technology and Bio-Manufacturing,K24-C190,C190
The University of Kent,4SW Hon BSc,K24,Mathematics & Computer Science with a Yr in Ind,K24-GGC4,GGC4
The University of Kent,3FT/4SW Hon BSc,K24,Mathematics (3 or 4 years),K24-G100,G100
The University of Kent,3FT/4SW Hon BA,K24,Mathematics and Accounting & Finance,K24-GN14,GN14
The University of Kent,3FT Hon BSc,K24,Mathematics and Computer Science,K24-GG41,GG41
The University of Kent,3FT/4SW Hon BSc,K24,Mathematics and Statistics (3 or 4 years),K24-GG13,GG13
The University of Kent,4FT Hon BSc,K24,Mathematics with a foundation year (4 years),K24-G108,G108
The University of Kent,3FT Hon BSc,K24,Medical Anthropology,K24-L621,L621
The University of Kent,4SW Hon BSc,K24,Multimedia Technology and Des with a yr in Ind,K24-G4WF,G4WF
The University of Kent,3FT Hon BSc,K24,Multimedia Technology and Design,K24-G4W2,G4W2
The University of Kent,3FT Hon BSc,K24,Music Technology,K24-W351,W351
The University of Kent,3FT Hon BA,K24,Philosophy,K24-V500,V500
The University of Kent,3FT Hon BA,K24,Philosophy and Business Administration,K24-VN52,VN52
The University of Kent,3FT Hon BA,K24,Philosophy and Cultural Studies,K24-VV59,VV59
The University of Kent,3FT Hon BA,K24,Philosophy and English Language & Linguistics,K24-VQ5H,VQ5H
The University of Kent,3FT Hon BA,K24,Philosophy and Politics,K24-LV25,LV25
The University of Kent,3FT Hon BA,K24,Philosophy and Religious Studies,K24-VV56,VV56
The University of Kent,3FT Hon BA,K24,Philosophy and Social Anthropology,K24-LVP5,LVP5
The University of Kent,3FT Hon BA,K24,Philosophy and Sociology,K24-LVH5,LVH5
The University of Kent,4FT Hon BA,K24,Philosophy and Spanish,K24-RVK5,RVK5
The University of Kent,4FT Hon BA,K24,Philosophy with an Approved Year Abroad,K24-V501,V501
The University of Kent,2FT HND,K24,Photography,K24-046W,046W
The University of Kent,2FT Fdg FdA,K24,Photography,K24-W641,W641
The University of Kent,1FT Hon BA,K24,Photography (Top-up),K24-W640,W640
The University of Kent,3FT Hon BSc,K24,Physics,K24-F300,F300
The University of Kent,4FT Hon MPhys,K24,Physics (4 years),K24-F303,F303
The University of Kent,4FT Hon BSc,K24,Physics with a foundation year (4 years),K24-F305,F305
The University of Kent,4FT Hon MPhys,K24,Physics with a year in the USA (4 years),K24-F304,F304
The University of Kent,3FT Hon BSc,K24,Physics with Astrophysics,K24-F3F5,F3F5
The University of Kent,4FT Hon MPhys,K24,Physics with Astrophysics (4 years),K24-F3FN,F3FN
The University of Kent,4FT Hon MPhys,K24,Physics with Astrophysics with a year in the USA,K24-F3FM,F3FM
The University of Kent,3FT Hon BA,K24,Politics,K24-L242,L242
The University of Kent,4FT Hon BA,K24,Politics  International Relations with yr Europe,K24-L255,L255
The University of Kent,4FT Hon BA,K24,Politics & International Relations with Spanish,K24-L2R4,L2R4
The University of Kent,4FT Hon BA,K24,Politics & International Relations yr China/HK,K24-L254,L254
The University of Kent,3FT Hon BA,K24,Politics & Intl Relations & English Lang & Ling,K24-LQ23,LQ23
The University of Kent,4FT Hon BA,K24,Politics & Intl Relations with French (4 years),K24-L243,L243
The University of Kent,4FT Hon BA,K24,Politics & Intl Relations with German (4 years),K24-L271,L271
The University of Kent,4FT Hon BA,K24,Politics & Intl Relations with Italian (4 years),K24-L273,L273
The University of Kent,3FT Hon BA,K24,Politics and International Relations,K24-L258,L258
The University of Kent,4FT Hon BA,K24,Politics and International Relations (Bidiplome),K24-L291,L291
The University of Kent,4FT Hon BA,K24,Politics and Intntl Relations with a yr in Japan,K24-L257,L257
The University of Kent,3FT Hon BA,K24,Politics and Law,K24-LM21,LM21
The University of Kent,2FT Fdg FdA,K24,Popular Music Performance,K24-W310,W310
The University of Kent,1FT Hon BA,K24,Popular Music Performance (Top-up),K24-W311,W311
The University of Kent,3FT Hon BSc,K24,Psychology,K24-C800,C800
The University of Kent,4FT Hon BSc,K24,Psychology and Law (4 years),K24-CM81,CM81
The University of Kent,3FT Hon BSc,K24,Psychology and Social Anthropology,K24-CL86,CL86
The University of Kent,3FT Hon BSc,K24,Psychology and Sociology,K24-CL83,CL83
The University of Kent,4FT Hon BSc,K24,Psychology with a year in Europe (4 years),K24-C881,C881
The University of Kent,3FT Hon BSc,K24,Psychology with Clinical Psychology,K24-C822,C822
The University of Kent,2FT HND,K24,Public Services,K24-064L,064L
The University of Kent,1FT Hon BA,K24,Public Services Management (Top-up),K24-L433,L433
The University of Kent,3FT Hon BA,K24,Religious St and Classical & Archaeological St,K24-VQ68,VQ68
The University of Kent,3FT Hon BA,K24,Religious Studies,K24-V616,V616
The University of Kent,4FT Hon BA,K24,Religious Studies and Hispanic Studies,K24-RV46,RV46
The University of Kent,2FT HND,K24,Retail Management,K24-042N,042N
The University of Kent,4FT Hon BA,K24,Social Anthroplogy with a year in Denmark,K24-L613,L613
The University of Kent,3FT Hon BA,K24,Social Anthropology,K24-L600,L600
The University of Kent,3FT Hon BA,K24,Social Anthropology and Economics,K24-LL16,LL16
The University of Kent,3FT Hon BA,K24,Social Anthropology and History,K24-LV61,LV61
The University of Kent,3FT Hon BA,K24,Social Anthropology and Politics,K24-LL62,LL62
The University of Kent,3FT Hon BA,K24,Social Anthropology and Social Policy,K24-LL46,LL46
The University of Kent,4FT Hon BA,K24,Social Anthropology with a year in Finland,K24-L677,L677
The University of Kent,4FT Hon BA,K24,Social Anthropology with a Year in Japan,K24-L612,L612
The University of Kent,3FT Hon BA,K24,Social Anthropology with a yr in the Netherlands,K24-L610,L610
The University of Kent,4FT Hon BA,K24,Social Anthropology with French (4 years),K24-L675,L675
The University of Kent,4FT Hon BA,K24,Social Anthropology with German (4 years),K24-L676,L676
The University of Kent,4FT Hon BA,K24,Social Anthropology with Italian (4 years),K24-L673,L673
The University of Kent,3FT Hon BA,K24,Social Anthropology with optional deferred subj,K24-L611,L611
The University of Kent,4FT Hon BA,K24,Social Anthropology with Spanish (4 years),K24-L674,L674
The University of Kent,3FT Hon BA,K24,Social Policy,K24-L430,L430
The University of Kent,3FT Hon BA,K24,Social Policy and Politics,K24-LL42,LL42
The University of Kent,3FT Hon BA,K24,Social Policy with an optional deferred subject,K24-L400,L400
The University of Kent,3FT Hon BA,K24,Social Policy with Computing,K24-L4G4,L4G4
The University of Kent,3FT Hon BSc,K24,Social Psychology,K24-C882,C882
The University of Kent,3FT Hon BSc,K24,Social Sciences,K24-L340,L340
The University of Kent,4FT Hon BA,K24,Social Sciences with a foundation year,K24-L590,L590
The University of Kent,3SW Hon BA,K24,Social Work,K24-L508,L508
The University of Kent,4FT Hon BA,K24,Sociol & Soc Anthrop with yr in Finland (4 Yrs),K24-LL63,LL63
The University of Kent,3FT Hon BA,K24,Sociology,K24-L300,L300
The University of Kent,3FT Hon BA,K24,Sociology and Economics,K24-LL13,LL13
The University of Kent,3FT Hon BA,K24,Sociology and Politics,K24-LL32,LL32
The University of Kent,3FT Hon BA,K24,Sociology and Social Anthropology,K24-LL36,LL36
The University of Kent,3FT Hon BA,K24,Sociology and Social Policy,K24-LL34,LL34
The University of Kent,4FT Hon BA,K24,Sociology with a year in Finland (4 years),K24-L301,L301
The University of Kent,4FT Hon BA,K24,Sociology with a year in Hong Kong,K24-L304,L304
The University of Kent,4FT Hon BA,K24,Sociology with a Year in Spain,K24-L303,L303
The University of Kent,4FT Hon BSc,K24,Sociology with a year in the Netherlands,K24-L305,L305
The University of Kent,3FT Hon BA,K24,Sociology with an optional deferred subject,K24-L302,L302
The University of Kent,4FT Hon BA,K24,Sociology with Italian (4 years),K24-L373,L373
The University of Kent,3FT Hon BSc,K24,Sport and Exercise for Health,K24-C604,C604
The University of Kent,3FT Hon BA,K24,Sport and Exercise Management,K24-C601,C601
The University of Kent,3FT Hon BSc,K24,Sport Science,K24-C602,C602
The University of Kent,3FT Hon BSc,K24,"Sport Therapy, Health and Fitness",K24-C600,C600
The University of Kent,2FT Deg FdA,K24,Textiles and Fashion,K24-W233,W233
The University of Kent,3FT Hon BA,K24,The Visual and Performed Arts,K24-W000,W000
The University of Kent,1FT Hon BA,K24,Visual Design and Communication (Top-Up),K24-W213,W213
The University of Kent,3FT Hon BA,K24,War Studies,K24-V391,V391
The University of Kent,3FT Hon BSc,K24,Web Computing,K24-G450,G450
The University of Kent,4SW Hon BSc,K24,Web Computing with a year in Industry,K24-G451,G451
The University of Kent,3FT Hon BSc,K24,Wildlife Conservation,K24-CD14,CD14
King's College London (University of London),3FT Hon BA,K60,Ancient History,K60-Q806,Q806
King's College London (University of London),3FT Hon BSc,K60,Biochemistry (3 years or 4-year sandwich),K60-C700,C700
King's College London (University of London),3FT Hon BEng,K60,Biomedical Engineering,K60-H160,H160
King's College London (University of London),3FT Hon BSc,K60,Biomedical Science,K60-BC99,BC99
King's College London (University of London),3FT Hon BSc,K60,Business Management,K60-N200,N200
King's College London (University of London),4FT Hon MSci,K60,Chemistry with Biomedicine,K60-F1C7,F1C7
King's College London (University of London),3FT Hon BA,K60,Classical Archaeology,K60-V414,V414
King's College London (University of London),3FT Hon BA,K60,Classical Studies,K60-Q810,Q810
King's College London (University of London),4FT Hon BA,K60,Classical Studies and French (4 years),K60-QR81,QR81
King's College London (University of London),3FT Hon BA,K60,Classical Studies with English,K60-Q8Q3,Q8Q3
King's College London (University of London),4FT Hon BA,K60,"Classical, Byzantine and Modern Greek Studies",K60-QR79,QR79
King's College London (University of London),3FT Hon BA,K60,Classics,K60-Q800,Q800
King's College London (University of London),3FT Hon BA,K60,Classics and Comparative Literature,K60-QQ28,QQ28
King's College London (University of London),3FT Hon BA,K60,Comparative Literature,K60-Q200,Q200
King's College London (University of London),3FT Hon BA,K60,Comparative Literature with Film Studies,K60-Q2P3,Q2P3
King's College London (University of London),3FT Hon BSc,K60,Computer Science,K60-G400,G400
King's College London (University of London),4FT Hon MSci,K60,Computer Science,K60-G404,G404
King's College London (University of London),4FT Hon BSc,K60,Computer Science w Mgt and a Year Abroad (4 yrs),K60-G4NF,G4NF
King's College London (University of London),4FT Hon BSc,K60,Computer Science with a year Abroad (4 years),K60-G401,G401
King's College London (University of London),4FT Hon BSc,K60,Computer Science with a year in Industry 4 year,K60-G405,G405
King's College London (University of London),3FT Hon BSc,K60,Computer Science with Intelligent Systems,K60-G021,G021
King's College London (University of London),3FT Hon BSc,K60,Computer Science with Management,K60-G4N2,G4N2
King's College London (University of London),4FT Hon BSc,K60,Computer Science with Mgt (Year in Industry),K60-G4NG,G4NG
King's College London (University of London),3FT Hon BSc,K60,Computer Science with Robotics,K60-G0H6,G0H6
King's College London (University of London),5FT Hon BDS,K60,Dentistry (5 years),K60-A205,A205
King's College London (University of London),3FT Hon BDS,K60,Dentistry Entry Programme for Medical Graduates,K60-A204,A204
King's College London (University of London),4FT Hon BDS,K60,Dentistry Graduate/Professional Entry Prog (4yr),K60-A202,A202
King's College London (University of London),2FT Fdg FdA,K60,Education Studies,K60-X300,X300
King's College London (University of London),4FT Hon LLB,K60,English and French Law,K60-M121,M121
King's College London (University of London),3FT Hon BA,K60,English Language and Communication,K60-PQ91,PQ91
King's College London (University of London),3FT Hon BA,K60,English Language and Literature,K60-Q300,Q300
King's College London (University of London),5FT Hon LLB,K60,English Law and Hong Kong Law,K60-M190,M190
King's College London (University of London),3FT Hon BA,K60,English with Film,K60-Q3P3,Q3P3
King's College London (University of London),4FT Hon BA,K60,European Studies - French Pathway (4 years),K60-RR81,RR81
King's College London (University of London),4FT Hon BA,K60,European Studies - German Pathway (4 years),K60-RR82,RR82
